Customer_ID,Month,Occupation_cleaned,Annual_Income,Num_Bank_Accounts,Num_Credit_Inquiries,Num_of_Delayed_Payment_cleaned,Payment_Behaviour,Credit_Score_binary,ln_annual_income
CUS_0x2dbc,January,Engineer,143162.64,1,3.0,8.0,High_spent_Small_value_payments,0,11.871736605615212
CUS_0x2dbc,February,Engineer,143162.64,1,3.0,6.0,High_spent_Small_value_payments,0,11.871736605615212
CUS_0x2dbc,March,Engineer,143162.64,1,3.0,7.0,High_spent_Small_value_payments,0,11.871736605615212
CUS_0x2dbc,April,Engineer,143162.64,1,3.0,5.0,Low_spent_Medium_value_payments,0,11.871736605615212
CUS_0x2dbc,May,Engineer,143162.64,1,3.0,5.0,Low_spent_Large_value_payments,0,11.871736605615212
CUS_0x2dbc,June,Engineer,143162.64,1,3.0,6.0,High_spent_Medium_value_payments,0,11.871736605615212
CUS_0x2dbc,July,Engineer,143162.64,1,3.0,6.0,High_spent_Small_value_payments,0,11.871736605615212
CUS_0x2dbc,August,Engineer,143162.64,1,3.0,6.0,High_spent_Small_value_payments,0,11.871736605615212
CUS_0xb891,January,Entrepreneur,30689.89,2,4.0,6.0,Low_spent_Large_value_payments,0,10.331688563377968
CUS_0xb891,February,Entrepreneur,30689.89,2,4.0,3.0,Low_spent_Small_value_payments,0,10.331688563377968
CUS_0xb891,March,Entrepreneur,30689.89,2,4.0,9.0,High_spent_Medium_value_payments,0,10.331688563377968
CUS_0xb891,April,Entrepreneur,30689.89,2,4.0,6.0,Low_spent_Small_value_payments,0,10.331688563377968
CUS_0xb891,May,Entrepreneur,30689.89,2,4.0,6.0,Low_spent_Large_value_payments,0,10.331688563377968
CUS_0xb891,June,Entrepreneur,30689.89,2,4.0,6.0,High_spent_Small_value_payments,0,10.331688563377968
CUS_0xb891,July,Entrepreneur,30689.89,2,4.0,6.428571428571429,Low_spent_Large_value_payments,0,10.331688563377968
CUS_0xb891,August,Entrepreneur,30689.89,2,4.0,9.0,High_spent_Small_value_payments,0,10.331688563377968
CUS_0x1cdb,January,Developer,35547.71,7,4.0,14.833333333333334,High_spent_Medium_value_payments,0,10.478631016841518
CUS_0x1cdb,February,Developer,35547.71,7,4.0,14.833333333333334,High_spent_Medium_value_payments,0,10.478631016841518
CUS_0x1cdb,March,Developer,35547.71,7,4.0,12.0,Low_spent_Medium_value_payments,0,10.478631016841518
CUS_0x1cdb,April,Developer,35547.71,7,4.0,15.0,High_spent_Medium_value_payments,0,10.478631016841518
CUS_0x1cdb,May,Developer,35547.71,7,4.0,17.0,High_spent_Small_value_payments,0,10.478631016841518
CUS_0x1cdb,June,Developer,35547.71,7,4.0,15.0,High_spent_Medium_value_payments,0,10.478631016841518
CUS_0x1cdb,July,Developer,35547.71,7,4.0,15.0,Low_spent_Small_value_payments,0,10.478631016841518
CUS_0x1cdb,August,Developer,35547.71,7,4.0,15.0,High_spent_Small_value_payments,0,10.478631016841518
CUS_0x95ee,January,Lawyer,73928.46,4,2.0,10.0,High_spent_Large_value_payments,0,11.210853147818835
CUS_0x95ee,February,Lawyer,73928.46,4,2.0,7.0,Low_spent_Medium_value_payments,0,11.210853147818835
CUS_0x95ee,March,Lawyer,73928.46,4,2.0,7.0,High_spent_Medium_value_payments,0,11.210853147818835
CUS_0x95ee,April,Lawyer,73928.46,4,2.0,7.0,Low_spent_Small_value_payments,0,11.210853147818835
CUS_0x95ee,May,Lawyer,73928.46,4,2.0,7.0,Low_spent_Large_value_payments,0,11.210853147818835
CUS_0x95ee,June,Lawyer,73928.46,4,2.0,7.0,Low_spent_Large_value_payments,0,11.210853147818835
CUS_0x95ee,July,Lawyer,73928.46,4,2.0,4.0,High_spent_Small_value_payments,0,11.210853147818835
CUS_0x95ee,August,Lawyer,73928.46,4,2.0,7.0,High_spent_Small_value_payments,0,11.210853147818835
CUS_0x284a,January,Lawyer,131313.4,0,2.0,3.0,High_spent_Medium_value_payments,0,11.785342111442974
CUS_0x284a,February,Lawyer,131313.4,0,4.0,2.0,High_spent_Small_value_payments,0,11.785342111442974
CUS_0x284a,March,Lawyer,131313.4,0,4.0,3.0,High_spent_Large_value_payments,0,11.785342111442974
CUS_0x284a,April,Lawyer,131313.4,0,4.0,2.0,High_spent_Medium_value_payments,0,11.785342111442974
CUS_0x284a,May,Lawyer,131313.4,0,4.0,4.0,High_spent_Large_value_payments,0,11.785342111442974
CUS_0x284a,June,Lawyer,131313.4,0,4.0,3.0,High_spent_Large_value_payments,0,11.785342111442974
CUS_0x284a,July,Lawyer,10909427.0,0,4.0,2.0,Low_spent_Medium_value_payments,0,16.205137835806717
CUS_0x284a,August,Lawyer,131313.4,0,4.0,2.0,Low_spent_Medium_value_payments,0,11.785342111442974
CUS_0x5407,January,Media_Manager,34081.38,8,5.0,11.0,Low_spent_Large_value_payments,1,10.436506473081181
CUS_0x5407,February,Media_Manager,34081.38,8,5.0,14.0,High_spent_Large_value_payments,1,10.436506473081181
CUS_0x5407,March,Media_Manager,34081.38,8,5.0,14.0,Low_spent_Large_value_payments,1,10.436506473081181
CUS_0x5407,April,Media_Manager,34081.38,8,5.0,14.0,Low_spent_Small_value_payments,1,10.436506473081181
CUS_0x5407,May,Media_Manager,34081.38,8,5.0,14.0,High_spent_Large_value_payments,0,10.436506473081181
CUS_0x5407,June,Media_Manager,34081.38,8,5.0,14.0,High_spent_Small_value_payments,0,10.436506473081181
CUS_0x5407,July,Media_Manager,34081.38,8,5.0,11.0,High_spent_Small_value_payments,0,10.436506473081181
CUS_0x5407,August,Media_Manager,34081.38,8,9.0,14.0,High_spent_Medium_value_payments,1,10.436506473081181
CUS_0x4157,January,Doctor,114838.41,2,3.0,11.0,High_spent_Small_value_payments,0,11.6512812887891
CUS_0x4157,February,Doctor,114838.41,2,3.0,8.0,High_spent_Large_value_payments,0,11.6512812887891
CUS_0x4157,March,Doctor,114838.41,2,3.0,11.0,High_spent_Small_value_payments,0,11.6512812887891
CUS_0x4157,April,Doctor,114838.41,2,8.0,14.0,High_spent_Small_value_payments,0,11.6512812887891
CUS_0x4157,May,Doctor,114838.41,2,8.0,11.0,High_spent_Small_value_payments,0,11.6512812887891
CUS_0x4157,June,Doctor,114838.41,2,8.0,14.0,High_spent_Medium_value_payments,0,11.6512812887891
CUS_0x4157,July,Doctor,114838.41,2,8.0,11.428571428571429,High_spent_Medium_value_payments,0,11.6512812887891
CUS_0x4157,August,Doctor,114838.41,2,8.0,11.0,High_spent_Large_value_payments,0,11.6512812887891
CUS_0xba08,January,Journalist,31370.8,0,2.0,0.0,High_spent_Small_value_payments,0,10.353632802931594
CUS_0xba08,February,Journalist,31370.8,1,2.0,0.0,Low_spent_Small_value_payments,0,10.353632802931594
CUS_0xba08,March,Journalist,31370.8,1,5.0,0.0,Low_spent_Medium_value_payments,0,10.353632802931594
CUS_0xba08,April,Journalist,31370.8,1,5.0,0.0,Low_spent_Small_value_payments,0,10.353632802931594
CUS_0xba08,May,Journalist,31370.8,1,5.0,0.0,Low_spent_Small_value_payments,0,10.353632802931594
CUS_0xba08,June,Journalist,31370.8,1,5.0,0.0,Low_spent_Medium_value_payments,0,10.353632802931594
CUS_0xba08,July,Journalist,31370.8,1,5.0,2.0,Low_spent_Small_value_payments,0,10.353632802931594
CUS_0xba08,August,Journalist,31370.8,1,5.0,2.0,Low_spent_Small_value_payments,0,10.353632802931594
CUS_0xa66b,January,Teacher,33751.27,5,4.0,20.0,High_spent_Medium_value_payments,0,10.426773325222328
CUS_0xa66b,February,Teacher,33751.27,5,4.0,20.0,High_spent_Large_value_payments,0,10.426773325222328
CUS_0xa66b,March,Teacher,33751.27,5,8.0,20.0,Low_spent_Large_value_payments,0,10.426773325222328
CUS_0xa66b,April,Teacher,33751.27,5,8.0,22.0,High_spent_Large_value_payments,0,10.426773325222328
CUS_0xa66b,May,Teacher,33751.27,5,8.0,20.0,Low_spent_Small_value_payments,0,10.426773325222328
CUS_0xa66b,June,Teacher,33751.27,5,8.0,20.0,High_spent_Medium_value_payments,0,10.426773325222328
CUS_0xa66b,July,Teacher,33751.27,5,8.0,20.0,High_spent_Large_value_payments,0,10.426773325222328
CUS_0xa66b,August,Teacher,33751.27,5,8.0,17.0,High_spent_Large_value_payments,0,10.426773325222328
CUS_0xc0ab,January,Engineer,88640.24,3,3.0,0.0,High_spent_Large_value_payments,0,11.392341209558673
CUS_0xc0ab,February,Engineer,88640.24,3,3.0,2.0,High_spent_Large_value_payments,0,11.392341209558673
CUS_0xc0ab,March,Engineer,88640.24,3,3.0,0.0,High_spent_Medium_value_payments,0,11.392341209558673
CUS_0xc0ab,April,Engineer,88640.24,3,3.0,2.0,Low_spent_Small_value_payments,0,11.392341209558673
CUS_0xc0ab,May,Engineer,88640.24,3,3.0,2.0,High_spent_Medium_value_payments,0,11.392341209558673
CUS_0xc0ab,June,Engineer,88640.24,3,3.0,0.0,Low_spent_Small_value_payments,0,11.392341209558673
CUS_0xc0ab,July,Engineer,88640.24,3,3.0,2.0,High_spent_Large_value_payments,0,11.392341209558673
CUS_0xc0ab,August,Engineer,88640.24,3,3.0,1.1428571428571428,High_spent_Large_value_payments,0,11.392341209558673
CUS_0x3e45,January,Entrepreneur,54392.16,6,3.0,8.0,Low_spent_Large_value_payments,0,10.903975304811029
CUS_0x3e45,February,Entrepreneur,54392.16,6,3.0,10.0,High_spent_Medium_value_payments,0,10.903975304811029
CUS_0x3e45,March,Entrepreneur,54392.16,6,3.0,11.0,High_spent_Large_value_payments,0,10.903975304811029
CUS_0x3e45,April,Entrepreneur,54392.16,6,3.0,7.0,Low_spent_Small_value_payments,0,10.903975304811029
CUS_0x3e45,May,Entrepreneur,54392.16,6,3.0,8.0,Low_spent_Small_value_payments,0,10.903975304811029
CUS_0x3e45,June,Entrepreneur,54392.16,6,3.0,8.0,Low_spent_Small_value_payments,0,10.903975304811029
CUS_0x3e45,July,Entrepreneur,54392.16,6,7.0,8.0,Low_spent_Large_value_payments,0,10.903975304811029
CUS_0x3e45,August,Entrepreneur,54392.16,6,7.0,8.0,Low_spent_Small_value_payments,0,10.903975304811029
CUS_0x6c66,January,Manager,8701.545,6,6.0,9.0,Low_spent_Large_value_payments,1,9.071255875083008
CUS_0x6c66,February,Manager,8701.545,6,6.0,9.0,Low_spent_Large_value_payments,1,9.071255875083008
CUS_0x6c66,March,Manager,8701.545,6,6.0,8.285714285714286,Low_spent_Large_value_payments,1,9.071255875083008
CUS_0x6c66,April,Manager,8701.545,6,6.0,7.0,Low_spent_Small_value_payments,1,9.071255875083008
CUS_0x6c66,May,Manager,8701.545,6,6.0,9.0,Low_spent_Small_value_payments,1,9.071255875083008
CUS_0x6c66,June,Manager,8701.545,6,6.0,6.0,Low_spent_Medium_value_payments,1,9.071255875083008
CUS_0x6c66,July,Manager,8701.545,6,9.0,9.0,Low_spent_Medium_value_payments,1,9.071255875083008
CUS_0x6c66,August,Manager,8701.545,6,9.0,9.0,Low_spent_Small_value_payments,1,9.071255875083008
CUS_0xff4,January,Entrepreneur,25546.26,8,5.0,14.0,High_spent_Medium_value_payments,0,10.148246205269555
CUS_0xff4,February,Entrepreneur,25546.26,8,5.0,13.0,Low_spent_Small_value_payments,0,10.148246205269555
CUS_0xff4,March,Entrepreneur,25546.26,8,5.0,10.0,Low_spent_Large_value_payments,0,10.148246205269555
CUS_0xff4,April,Entrepreneur,25546.26,8,5.0,10.0,High_spent_Medium_value_payments,0,10.148246205269555
CUS_0xff4,May,Entrepreneur,25546.26,8,5.0,13.0,Low_spent_Small_value_payments,0,10.148246205269555
CUS_0xff4,June,Entrepreneur,25546.26,8,5.0,10.0,High_spent_Small_value_payments,0,10.148246205269555
CUS_0xff4,July,Entrepreneur,25546.26,8,5.0,14.0,Low_spent_Small_value_payments,0,10.148246205269555
CUS_0xff4,August,Entrepreneur,25546.26,8,5.0,13.0,Low_spent_Medium_value_payments,0,10.148246205269555
CUS_0x33d2,January,Scientist,31993.78,6,0.0,14.0,Low_spent_Medium_value_payments,0,10.373296787888595
CUS_0x33d2,February,Scientist,31993.78,6,0.0,14.0,Low_spent_Small_value_payments,0,10.373296787888595
CUS_0x33d2,March,Scientist,31993.78,6,1.0,14.0,Low_spent_Small_value_payments,0,10.373296787888595
CUS_0x33d2,April,Scientist,31993.78,6,1.0,14.0,Low_spent_Medium_value_payments,0,10.373296787888595
CUS_0x33d2,May,Scientist,31993.78,6,1.0,14.0,High_spent_Medium_value_payments,0,10.373296787888595
CUS_0x33d2,June,Scientist,31993.78,6,1.0,14.0,High_spent_Small_value_payments,0,10.373296787888595
CUS_0x33d2,July,Scientist,31993.78,6,1.0,16.0,High_spent_Small_value_payments,0,10.373296787888595
CUS_0x33d2,August,Scientist,31993.78,6,1.0,16.0,Low_spent_Large_value_payments,0,10.373296787888595
CUS_0x6070,January,Accountant,92047.08,6,0.0,11.0,Low_spent_Medium_value_payments,0,11.430055464267797
CUS_0x6070,February,Accountant,92047.08,6,4.0,11.0,Low_spent_Medium_value_payments,0,11.430055464267797
CUS_0x6070,March,Accountant,92047.08,6,4.0,11.0,High_spent_Large_value_payments,0,11.430055464267797
CUS_0x6070,April,Accountant,92047.08,6,4.0,11.0,High_spent_Large_value_payments,1,11.430055464267797
CUS_0x6070,May,Accountant,92047.08,6,4.0,8.0,High_spent_Large_value_payments,1,11.430055464267797
CUS_0x6070,June,Accountant,92047.08,6,4.0,13.0,Low_spent_Small_value_payments,1,11.430055464267797
CUS_0x6070,July,Accountant,92047.08,6,4.0,10.0,High_spent_Large_value_payments,1,11.430055464267797
CUS_0x6070,August,Accountant,92047.08,6,4.0,11.0,Low_spent_Large_value_payments,1,11.430055464267797
CUS_0xfdb,January,Teacher,32284.62,6,8.0,12.0,Low_spent_Medium_value_payments,0,10.382346234819392
CUS_0xfdb,February,Teacher,32284.62,6,8.0,12.0,Low_spent_Large_value_payments,0,10.382346234819392
CUS_0xfdb,March,Teacher,32284.62,6,8.0,12.0,High_spent_Large_value_payments,0,10.382346234819392
CUS_0xfdb,April,Teacher,32284.62,6,8.0,12.0,Low_spent_Small_value_payments,0,10.382346234819392
CUS_0xfdb,May,Teacher,32284.62,6,10.0,12.0,High_spent_Small_value_payments,0,10.382346234819392
CUS_0xfdb,June,Teacher,32284.62,6,10.0,12.0,Low_spent_Small_value_payments,0,10.382346234819392
CUS_0xfdb,July,Teacher,32284.62,6,10.0,12.0,Low_spent_Small_value_payments,0,10.382346234819392
CUS_0xfdb,August,Teacher,32284.62,6,10.0,12.0,Low_spent_Small_value_payments,0,10.382346234819392
CUS_0x3553,January,Musician,97791.42,6,1.0,8.0,Low_spent_Small_value_payments,0,11.490592122113052
CUS_0x3553,February,Musician,97791.42,6,1.0,8.0,Low_spent_Large_value_payments,0,11.490592122113052
CUS_0x3553,March,Musician,97791.42,6,1.0,7.0,High_spent_Medium_value_payments,0,11.490592122113052
CUS_0x3553,April,Musician,97791.42,6,1.0,8.0,Low_spent_Medium_value_payments,0,11.490592122113052
CUS_0x3553,May,Musician,97791.42,6,1.0,7.857142857142857,High_spent_Large_value_payments,0,11.490592122113052
CUS_0x3553,June,Musician,97791.42,6,1.0,8.0,High_spent_Large_value_payments,0,11.490592122113052
CUS_0x3553,July,Musician,97791.42,6,1.0,8.0,High_spent_Medium_value_payments,0,11.490592122113052
CUS_0x3553,August,Musician,97791.42,6,1.0,8.0,High_spent_Medium_value_payments,0,11.490592122113052
CUS_0x4100,January,Entrepreneur,19300.34,6,7.0,18.571428571428573,Low_spent_Small_value_payments,1,9.867877991318117
CUS_0x4100,February,Entrepreneur,19300.34,6,7.0,18.0,High_spent_Small_value_payments,1,9.867877991318117
CUS_0x4100,March,Entrepreneur,19300.34,6,7.0,19.0,Low_spent_Large_value_payments,1,9.867877991318117
CUS_0x4100,April,Entrepreneur,19300.34,6,7.0,19.0,High_spent_Small_value_payments,0,9.867877991318117
CUS_0x4100,May,Entrepreneur,19300.34,6,7.0,19.0,Low_spent_Small_value_payments,1,9.867877991318117
CUS_0x4100,June,Entrepreneur,19300.34,6,8.0,17.0,Low_spent_Large_value_payments,1,9.867877991318117
CUS_0x4100,July,Entrepreneur,19300.34,6,8.0,19.0,Low_spent_Large_value_payments,1,9.867877991318117
CUS_0x4100,August,Entrepreneur,19300.34,6,8.0,19.0,Low_spent_Medium_value_payments,0,9.867877991318117
CUS_0x132f,January,Musician,19514.88,7,2.0,12.0,High_spent_Medium_value_payments,0,9.878932530479744
CUS_0x132f,February,Musician,19514.88,7,2.0,14.0,High_spent_Large_value_payments,0,9.878932530479744
CUS_0x132f,March,Musician,19514.88,7,2.0,12.0,High_spent_Medium_value_payments,0,9.878932530479744
CUS_0x132f,April,Musician,19514.88,7,2.0,12.0,High_spent_Medium_value_payments,1,9.878932530479744
CUS_0x132f,May,Musician,19514.88,7,2.0,12.571428571428571,Low_spent_Small_value_payments,1,9.878932530479744
CUS_0x132f,June,Musician,19514.88,7,2.0,12.0,Low_spent_Small_value_payments,1,9.878932530479744
CUS_0x132f,July,Musician,19514.88,7,2.0,15.0,Low_spent_Medium_value_payments,1,9.878932530479744
CUS_0x132f,August,Musician,19514.88,7,4.0,11.0,High_spent_Small_value_payments,1,9.878932530479744
CUS_0xa16e,January,Media_Manager,10183.015,7,6.0,21.166666666666668,High_spent_Large_value_payments,1,9.228476415213889
CUS_0xa16e,February,Media_Manager,10183.015,7,6.0,18.0,Low_spent_Small_value_payments,1,9.228476415213889
CUS_0xa16e,March,Media_Manager,10183.015,7,6.0,23.0,Low_spent_Small_value_payments,1,9.228476415213889
CUS_0xa16e,April,Media_Manager,10183.015,7,6.0,20.0,High_spent_Small_value_payments,0,9.228476415213889
CUS_0xa16e,May,Media_Manager,10183.015,7,6.0,21.166666666666668,Low_spent_Small_value_payments,1,9.228476415213889
CUS_0xa16e,June,Media_Manager,10183.015,7,18.0,24.0,Low_spent_Small_value_payments,1,9.228476415213889
CUS_0xa16e,July,Media_Manager,10183.015,7,6.0,21.0,Low_spent_Small_value_payments,1,9.228476415213889
CUS_0xa16e,August,Media_Manager,10183.015,7,6.0,21.0,Low_spent_Small_value_payments,1,9.228476415213889
CUS_0xac86,January,Entrepreneur,106733.13,4,0.0,8.0,Low_spent_Large_value_payments,0,11.57808688581549
CUS_0xac86,February,Entrepreneur,106733.13,4,0.0,7.0,Low_spent_Small_value_payments,0,11.57808688581549
CUS_0xac86,March,Entrepreneur,106733.13,4,0.0,6.0,High_spent_Large_value_payments,0,11.57808688581549
CUS_0xac86,April,Entrepreneur,106733.13,4,0.0,7.0,Low_spent_Large_value_payments,0,11.57808688581549
CUS_0xac86,May,Entrepreneur,106733.13,4,0.0,6.0,High_spent_Medium_value_payments,0,11.57808688581549
CUS_0xac86,June,Entrepreneur,106733.13,4,0.0,6.0,High_spent_Medium_value_payments,0,11.57808688581549
CUS_0xac86,July,Entrepreneur,106733.13,4,1.0,4.0,High_spent_Large_value_payments,0,11.57808688581549
CUS_0xac86,August,Entrepreneur,106733.13,4,1.0,6.0,High_spent_Large_value_payments,0,11.57808688581549
CUS_0x5b48,January,Lawyer,12600.445,5,7.0,19.0,High_spent_Large_value_payments,0,9.44148740977624
CUS_0x5b48,February,Lawyer,12600.445,5,7.0,18.0,Low_spent_Small_value_payments,0,9.44148740977624
CUS_0x5b48,March,Lawyer,12600.445,5,7.0,16.0,Low_spent_Small_value_payments,0,9.44148740977624
CUS_0x5b48,April,Lawyer,12600.445,5,7.571428571428571,18.0,Low_spent_Medium_value_payments,1,9.44148740977624
CUS_0x5b48,May,Lawyer,12600.445,5,7.0,19.0,Low_spent_Small_value_payments,1,9.44148740977624
CUS_0x5b48,June,Lawyer,12600.445,5,7.0,19.0,Low_spent_Small_value_payments,1,9.44148740977624
CUS_0x5b48,July,Lawyer,12600.445,5,7.0,20.0,Low_spent_Medium_value_payments,1,9.44148740977624
CUS_0x5b48,August,Lawyer,12600.445,5,11.0,19.0,Low_spent_Small_value_payments,1,9.44148740977624
CUS_0xa5f9,January,Mechanic,57983.12,9,12.0,19.0,Low_spent_Small_value_payments,1,10.967907212687043
CUS_0xa5f9,February,Mechanic,57983.12,9,18.0,21.0,High_spent_Medium_value_payments,0,10.967907212687043
CUS_0xa5f9,March,Mechanic,57983.12,9,17.0,21.285714285714285,Low_spent_Small_value_payments,1,10.967907212687043
CUS_0xa5f9,April,Mechanic,57983.12,9,17.0,22.0,High_spent_Medium_value_payments,1,10.967907212687043
CUS_0xa5f9,May,Mechanic,57983.12,9,17.0,21.0,Low_spent_Small_value_payments,1,10.967907212687043
CUS_0xa5f9,June,Mechanic,57983.12,9,17.0,21.0,Low_spent_Small_value_payments,0,10.967907212687043
CUS_0xa5f9,July,Mechanic,57983.12,9,18.0,21.0,Low_spent_Medium_value_payments,0,10.967907212687043
CUS_0xa5f9,August,Mechanic,57983.12,9,16.571428571428573,24.0,High_spent_Medium_value_payments,1,10.967907212687043
CUS_0x4d43,January,Entrepreneur,20787.69,8,3.0,14.0,Low_spent_Small_value_payments,0,9.94211626356765
CUS_0x4d43,February,Entrepreneur,20787.69,8,3.0,13.666666666666666,Low_spent_Large_value_payments,0,9.94211626356765
CUS_0x4d43,March,Entrepreneur,20787.69,8,3.0,13.666666666666666,Low_spent_Small_value_payments,0,9.94211626356765
CUS_0x4d43,April,Entrepreneur,20787.69,8,3.0,12.0,Low_spent_Large_value_payments,0,9.94211626356765
CUS_0x4d43,May,Entrepreneur,20787.69,8,3.0,14.0,Low_spent_Small_value_payments,0,9.94211626356765
CUS_0x4d43,June,Entrepreneur,20787.69,8,3.0,14.0,High_spent_Large_value_payments,0,9.94211626356765
CUS_0x4d43,July,Entrepreneur,20787.69,8,3.0,14.0,Low_spent_Small_value_payments,0,9.94211626356765
CUS_0x4d43,August,Entrepreneur,20787.69,8,3.0,14.0,High_spent_Large_value_payments,0,9.94211626356765
CUS_0xb95f,January,Writer,34290.12,9,9.0,10.0,Low_spent_Large_value_payments,1,10.442612545013397
CUS_0xb95f,February,Writer,34290.12,9,9.0,9.714285714285714,Low_spent_Large_value_payments,0,10.442612545013397
CUS_0xb95f,March,Writer,34290.12,9,9.0,6.0,High_spent_Medium_value_payments,0,10.442612545013397
CUS_0xb95f,April,Writer,34290.12,9,9.0,7.0,Low_spent_Large_value_payments,1,10.442612545013397
CUS_0xb95f,May,Writer,34290.12,9,9.0,12.0,Low_spent_Small_value_payments,1,10.442612545013397
CUS_0xb95f,June,Writer,34290.12,9,9.0,12.0,High_spent_Medium_value_payments,1,10.442612545013397
CUS_0xb95f,July,Writer,34290.12,9,13.0,12.0,High_spent_Small_value_payments,0,10.442612545013397
CUS_0xb95f,August,Writer,34290.12,9,13.0,9.0,High_spent_Small_value_payments,1,10.442612545013397
CUS_0x3edc,January,Accountant,43070.24,3,4.0,8.0,Low_spent_Small_value_payments,0,10.670587550356755
CUS_0x3edc,February,Accountant,43070.24,3,4.0,8.0,Low_spent_Small_value_payments,0,10.670587550356755
CUS_0x3edc,March,Accountant,43070.24,3,4.0,8.0,High_spent_Large_value_payments,0,10.670587550356755
CUS_0x3edc,April,Accountant,43070.24,3,4.0,8.0,High_spent_Medium_value_payments,0,10.670587550356755
CUS_0x3edc,May,Accountant,43070.24,3,8.0,8.0,Low_spent_Large_value_payments,0,10.670587550356755
CUS_0x3edc,June,Accountant,43070.24,3,8.0,8.0,High_spent_Large_value_payments,0,10.670587550356755
CUS_0x3edc,July,Accountant,43070.24,3,8.0,8.0,Low_spent_Large_value_payments,0,10.670587550356755
CUS_0x3edc,August,Accountant,43070.24,3,8.0,8.0,Low_spent_Large_value_payments,0,10.670587550356755
CUS_0xbffe,January,Architect,28572.39,6,0.0,12.0,High_spent_Large_value_payments,0,10.260196145908711
CUS_0xbffe,February,Architect,28572.39,6,0.0,9.0,High_spent_Medium_value_payments,0,10.260196145908711
CUS_0xbffe,March,Architect,28572.39,6,0.0,10.0,High_spent_Medium_value_payments,0,10.260196145908711
CUS_0xbffe,April,Architect,28572.39,6,0.0,14.0,High_spent_Medium_value_payments,0,10.260196145908711
CUS_0xbffe,May,Architect,28572.39,6,2.0,12.0,High_spent_Medium_value_payments,0,10.260196145908711
CUS_0xbffe,June,Architect,28572.39,6,2.0,11.0,Low_spent_Small_value_payments,0,10.260196145908711
CUS_0xbffe,July,Architect,28572.39,6,2.0,13.0,Low_spent_Small_value_payments,0,10.260196145908711
CUS_0xbffe,August,Architect,6515990.0,6,2.0,12.0,High_spent_Large_value_payments,0,15.68976971401904
CUS_0xb681,January,Manager,39641.54,10,6.0,13.0,Low_spent_Large_value_payments,1,10.587632837336118
CUS_0xb681,February,Manager,39641.54,10,8.0,16.0,Low_spent_Large_value_payments,1,10.587632837336118
CUS_0xb681,March,Manager,39641.54,10,18.0,15.0,High_spent_Small_value_payments,1,10.587632837336118
CUS_0xb681,April,Manager,39641.54,10,8.0,16.0,Low_spent_Small_value_payments,1,10.587632837336118
CUS_0xb681,May,Manager,39641.54,10,8.0,16.0,Low_spent_Small_value_payments,0,10.587632837336118
CUS_0xb681,June,Manager,39641.54,10,8.0,16.0,Low_spent_Small_value_payments,1,10.587632837336118
CUS_0xb681,July,Manager,39641.54,10,8.0,14.0,Low_spent_Large_value_payments,1,10.587632837336118
CUS_0xb681,August,Manager,39641.54,10,8.0,13.0,Low_spent_Large_value_payments,1,10.587632837336118
CUS_0x9a71,January,Scientist,20186.02,1,4.0,6.0,Low_spent_Large_value_payments,0,9.912745564584007
CUS_0x9a71,February,Scientist,20186.02,1,4.0,6.0,High_spent_Large_value_payments,0,9.912745564584007
CUS_0x9a71,March,Scientist,20186.02,1,4.0,3.0,High_spent_Medium_value_payments,0,9.912745564584007
CUS_0x9a71,April,Scientist,20186.02,1,4.0,6.0,High_spent_Small_value_payments,0,9.912745564584007
